SampleID,AdditionalNames,PhasedBam
M2653,qdnaseq,/n/alignments/NSC0194_Karyotyping/M2653-NP-WGS_R10-NSC0194_Karyotyping-M2653_NA-5mCG_5hmCG-na/M2653-NP-WGS_R10-NSC0194_Karyotyping-M2653_NA-5mCG_5hmCG-na.phased.bam
